,ZrC,TiB2,HfC,LaB6,MoSi2,TaSi2,SiC,ZrB2,TaC,Mean Grain Size (um),Relative Density (%),Temperature (C),Time@Temp (s),Oxide Thickness (um)
53,18.67219917012448,2.904564315352697,3.734439834024896,16.182572614107883,22.82157676348548,9.54356846473029,4.564315352697095,15.352697095435683,6.224066390041494,9.84375,94.05546875,1995.3125,7031.25,453.62
54,4.761904761904762,14.285714285714286,15.018315018315018,2.5641025641025643,8.424908424908425,20.146520146520142,15.75091575091575,1.8315018315018317,17.216117216117215,2.84375,84.06046875,1145.3125,2031.25,388.92560000000003
55,3.5573122529644268,10.67193675889328,1.976284584980237,7.5098814229249,10.67193675889328,20.158102766798415,21.73913043478261,13.043478260869565,10.67193675889328,1.96875,82.81109375,1039.0625,1406.25,435.2242
56,11.74785100286533,16.9054441260745,10.601719197707736,14.613180515759312,16.9054441260745,5.444126074498567,6.590257879656161,0.2865329512893982,16.9054441260745,8.96875,92.80609375,1889.0625,6406.25,563.64
57,21.189591078066915,4.089219330855018,19.702602230483272,1.1152416356877324,15.985130111524162,13.011152416356875,2.6022304832713754,18.215613382899623,4.089219330855018,12.46875,97.80359375,2314.0625,8906.25,400.5572
58,10.548523206751057,18.14345991561181,8.860759493670885,14.767932489451477,4.641350210970463,1.2658227848101264,16.455696202531644,7.172995780590717,18.14345991561181,5.46875,87.80859375,1464.0625,3906.25,607.6504
59,7.423580786026201,1.310043668122271,19.65065502183406,11.790393013100436,15.283842794759824,4.80349344978166,27.510917030567683,3.930131004366812,8.296943231441048,3.71875,85.30984375,1251.5625,2656.25,462.23720000000003
60,15.076923076923077,10.76923076923077,4.0,18.153846153846157,0.9230769230769232,13.23076923076923,9.538461538461538,12.615384615384617,15.692307692307692,10.71875,95.30484375,2101.5625,7656.25,581.9704
61,18.23204419889503,10.497237569060774,16.02209944751381,6.077348066298343,10.497237569060774,14.917127071823204,8.287292817679557,13.812154696132596,1.6574585635359116,7.21875,90.30734375,1676.5625,5156.25,433.76
62,0.2469135802469135,12.592592592592592,15.061728395061728,10.617283950617283,12.592592592592592,14.5679012345679,11.604938271604938,14.074074074074074,8.641975308641975,0.21875,80.31234375,826.5625,156.25,582.2004000000001
63,0.5736137667304015,9.751434034416826,10.898661567877628,19.694072657743785,5.162523900573613,21.223709369024856,9.751434034416826,17.01720841300191,5.927342256214149,0.328125,80.468515625,839.84375,234.375,485.8754
64,9.37062937062937,16.083916083916083,16.923076923076923,5.454545454545454,12.727272727272728,6.573426573426573,16.083916083916083,3.4965034965034967,13.286713286713288,7.328125,90.463515625,1689.84375,5234.375,559.0934
65,13.25301204819277,2.5435073627844718,11.914323962516733,9.504685408299864,16.46586345381526,10.575635876840696,11.11111111111111,16.198125836680052,8.433734939759036,10.828125,95.461015625,2114.84375,7734.375,570.2404
66,8.19672131147541,19.437939110070257,5.85480093676815,1.639344262295082,13.817330210772834,3.51288056206089,4.4496487119437935,13.34894613583138,29.7423887587822,3.828125,85.466015625,1264.84375,2734.375,597.0636
67,10.736842105263158,0.631578947368421,22.105263157894736,25.052631578947366,22.526315789473685,6.526315789473684,7.368421052631579,1.894736842105263,3.1578947368421053,5.578125,87.964765625,1477.34375,3984.375,470.36
68,17.241379310344826,10.044977511244378,6.146926536731634,8.245877061469265,6.446776611694153,14.24287856071964,14.842578710644675,10.944527736131931,11.84407796101949,12.578125,97.959765625,2327.34375,8984.375,513.3904
69,18.735891647855528,7.900677200902934,2.031602708803612,19.63882618510158,2.4830699774266365,14.22121896162528,15.12415349887133,9.255079006772007,10.609480812641085,9.078125,92.962265625,1902.34375,6484.375,576.0368
70,2.9921259842519685,15.59055118110236,11.496062992125983,3.622047244094488,11.811023622047244,20.0,0.4724409448818897,16.53543307086614,17.480314960629922,2.078125,82.967265625,1052.34375,1484.375,367.3068
71,6.206896551724138,6.206896551724138,3.9080459770114944,14.482758620689657,19.080459770114945,27.356321839080454,13.563218390804597,7.586206896551724,1.6091954022988506,2.953125,84.216640625,1158.59375,2109.375,382.909
72,12.052980132450331,12.052980132450331,10.728476821192054,16.821192052980134,2.5165562913907285,7.28476821192053,16.29139072847682,12.8476821192053,9.403973509933774,9.953125,94.211640625,2008.59375,7109.375,542.997
73,20.672268907563023,9.915966386554622,18.991596638655466,5.2100840336134455,8.571428571428571,14.6218487394958,15.294117647058824,0.1680672268907563,6.5546218487394965,13.453125,99.209140625,2433.59375,9609.375,501.0904
74,8.952959028831563,18.66464339908953,7.435508345978756,14.41578148710167,17.450682852807283,3.490136570561457,4.09711684370258,9.863429438543248,15.629742033383916,6.453125,89.214140625,1583.59375,4609.375,525.42
75,10.26252983293556,10.26252983293556,15.513126491646778,11.217183770883056,8.353221957040573,1.6706443914081146,10.26252983293556,26.968973747016708,5.4892601431980905,4.703125,86.715390625,1371.09375,3359.375,404.6136
76,14.479025710419489,14.479025710419489,0.13531799729364,15.020297699594048,13.396481732070368,9.607577807848443,14.479025710419489,6.630581867388363,11.772665764546684,11.703125,96.710390625,2221.09375,8359.375,610.8368
77,16.62971175166297,2.4390243902439024,7.317073170731708,3.3259423503325944,14.855875831485587,8.647450110864744,16.62971175166297,17.96008869179601,12.195121951219512,8.203125,91.712890625,1796.09375,5859.375,585.6902
78,2.1359223300970878,14.563106796116504,18.83495145631068,15.339805825242715,0.5825242718446602,20.0,2.1359223300970878,3.300970873786408,23.106796116504853,1.203125,81.717890625,946.09375,859.375,374.7068
79,2.407704654895666,2.407704654895666,13.643659711075442,13.32263242375602,10.112359550561798,10.754414125200642,19.10112359550562,8.507223113964686,19.74317817014446,1.640625,82.342578125,999.21875,1171.875,403.82560000000007
80,14.13237924865832,14.13237924865832,3.756708407871199,3.3989266547406083,22.71914132379249,0.5366726296958855,9.838998211091234,20.930232558139537,10.554561717352415,8.640625,92.337578125,1849.21875,6171.875,610.51
81,16.946564885496183,7.175572519083969,8.091603053435115,17.557251908396946,14.50381679389313,15.114503816793892,3.5114503816793894,3.206106870229008,13.893129770992369,12.140625,97.335078125,2274.21875,8671.875,497.7172
82,7.952622673434856,18.78172588832487,19.79695431472081,8.629441624365482,5.245346869712352,5.922165820642978,14.720812182741115,14.382402707275803,4.568527918781726,5.140625,87.340078125,1424.21875,3671.875,433.9404
83,9.859154929577466,9.859154929577466,0.7824726134585289,10.485133020344287,12.363067292644756,7.981220657276996,16.118935837245697,15.805946791862285,16.74491392801252,6.890625,89.83882812499999,1636.71875,4921.875,681.6901999999999
84,22.086956521739133,22.086956521739133,12.0,0.5217391304347826,2.608695652173913,20.0,6.782608695652174,6.434782608695652,7.478260869565218,13.890625,99.833828125,2486.71875,9921.875,527.3456
85,17.495395948434624,5.70902394106814,18.60036832412523,18.23204419889503,8.655616942909761,3.4990791896869244,1.289134438305709,12.707182320441987,13.812154696132596,10.390625,94.836328125,2061.71875,7421.875,507.47
86,6.471816283924843,19.83298538622129,7.724425887265135,7.306889352818371,23.173277661795403,17.32776617954071,14.822546972860124,1.04384133611691,2.2964509394572024,3.390625,84.841328125,1211.71875,2421.875,368.2654
87,3.234880450070324,5.485232067510549,17.58087201125176,1.5471167369901548,16.736990154711673,12.79887482419128,17.862165963431785,10.829817158931084,13.924050632911392,2.515625,83.591953125,1105.46875,1796.875,403.97380000000004
88,16.76300578034682,19.845857418111752,11.753371868978803,14.45086705202312,10.597302504816955,5.202312138728324,12.13872832369942,2.504816955684008,6.74373795761079,9.515625,93.586953125,1955.46875,6796.875,436.07
89,21.59709618874773,1.2704174228675136,5.263157894736842,7.803992740471869,4.174228675136116,22.32304900181488,5.626134301270417,19.782214156079853,12.159709618874771,13.015625,98.584453125,2380.46875,9296.875,496.694
90,8.94308943089431,11.544715447154472,15.121951219512194,17.398373983739837,14.146341463414634,9.59349593495935,15.447154471544716,7.317073170731708,0.4878048780487805,6.015625,88.589453125,1530.46875,4296.875,407.37339999999995
91,8.883826879271071,5.239179954441913,10.250569476082005,6.150341685649202,1.5945330296127562,9.79498861047836,25.28473804100228,6.605922551252847,26.195899772209565,4.265625,86.090703125,1317.96875,3046.875,591.6772
92,13.570487483530965,11.462450592885377,14.361001317523057,11.989459815546772,9.354413702239787,14.09749670619236,6.19235836627141,12.25296442687747,6.719367588932807,11.265625,96.085703125,2167.96875,8046.875,406.5772
93,13.27102803738318,10.280373831775702,14.392523364485982,11.02803738317757,19.252336448598133,2.0560747663551404,2.8037383177570097,11.401869158878505,15.514018691588786,7.765625,91.088203125,1742.96875,5546.875,548.93
94,1.1686143572621035,19.86644407345576,2.1702838063439067,20.534223706176963,6.51085141903172,12.520868113522535,13.18864774624374,20.868113522537563,3.1719532554257097,0.765625,81.093203125,892.96875,546.875,543.4788
95,1.1655011655011656,3.962703962703962,27.73892773892774,10.48951048951049,15.151515151515152,14.21911421911422,3.962703962703962,3.4965034965034967,19.81351981351981,0.546875,80.780859375,866.40625,390.625,545.7252000000001
96,11.11111111111111,13.043478260869565,8.856682769726248,17.55233494363929,0.1610305958132045,20.128824476650564,13.043478260869565,12.721417069243156,3.3816425120772946,7.546875,90.775859375,1716.40625,5390.625,343.75020000000006
97,19.23809523809524,9.333333333333334,4.380952380952381,2.4761904761904763,6.285714285714286,5.523809523809524,21.52380952380953,8.952380952380953,22.285714285714285,11.046875,95.773359375,2141.40625,7890.625,527.0172
98,5.160390516039051,15.760111576011155,12.133891213389122,10.739191073919107,13.528591352859134,12.97071129707113,6.834030683403068,15.481171548117157,7.391910739191074,4.046875,85.778359375,1291.40625,2890.625,384.6404
99,11.111111111111112,6.918238993710692,8.176100628930818,12.78825995807128,10.272536687631028,16.142557651991616,0.2096436058700209,19.91614255765199,14.465408805031448,5.796875,88.277109375,1503.90625,4140.625,511.92
100,17.48878923766816,14.499252615844544,15.39611360239163,18.68460388639761,16.89088191330344,1.9431988041853516,9.715994020926756,4.633781763826607,0.7473841554559043,12.796875,98.272109375,2353.90625,9140.625,390.9504
101,12.125534950071328,0.1426533523537803,10.128388017118402,4.136947218259629,11.554921540656206,15.549215406562055,13.837375178316693,18.116975748930106,14.407988587731811,9.296875,93.274609375,1928.90625,6640.625,544.6934
102,5.511811023622047,17.060367454068242,1.837270341207349,24.40944881889764,4.461942257217848,11.811023622047244,8.661417322834646,16.53543307086614,9.711286089238843,2.296875,83.279609375,1078.90625,1640.625,409.19739999999996
103,5.132743362831858,10.08849557522124,16.8141592920354,20.707964601769916,1.592920353982301,6.548672566371681,4.424778761061947,21.061946902654867,13.628318584070795,3.171875,84.528984375,1185.15625,2265.625,359.5336
104,14.785373608903022,19.236883942766298,4.92845786963434,8.426073131955485,11.605723370429253,16.05723370429253,14.149443561208267,8.744038155802862,2.066772655007949,10.171875,94.523984375,2035.15625,7265.625,436.0834
105,17.241379310344826,3.4482758620689653,8.689655172413792,11.724137931034482,14.482758620689657,0.689655172413793,16.689655172413794,11.999999999999998,15.034482758620689,13.671875,99.521484375,2460.15625,9765.625,527.0372
106,11.444652908067544,16.69793621013133,23.827392120075046,3.9399624765478425,7.6923076923076925,12.945590994371482,10.694183864915573,4.315196998123827,8.442776735459661,6.671875,89.526484375,1610.15625,4765.625,418.6168
107,8.704061895551257,1.7408123791102514,2.9013539651837523,19.5357833655706,23.404255319148938,16.44100580270793,1.7408123791102514,7.543520309477756,17.988394584139265,4.921875,87.027734375,1397.65625,3515.625,623.4268
108,18.76075731497418,12.564543889845096,13.59724612736661,6.368330464716007,9.81067125645439,3.614457831325301,12.564543889845096,17.72805507745267,4.991394148020654,11.921875,97.022734375,2247.65625,8515.625,389.1504
109,11.37370753323486,6.056129985228952,16.395864106351553,10.192023633677993,3.6927621861152153,17.282127031019204,15.5096011816839,1.03397341211226,18.463810930576077,8.421875,92.025234375,1822.65625,6015.625,582.9302
110,2.680412371134021,21.649484536082475,9.690721649484535,1.0309278350515465,18.350515463917525,10.927835051546392,8.45360824742268,14.639175257731958,12.577319587628866,1.421875,82.030234375,972.65625,1015.625,417.25380000000007
111,1.9693654266958425,9.846827133479213,5.908096280087527,5.470459518599562,22.100656455142232,3.719912472647702,18.599562363238512,21.663019693654267,10.722100656455142,0.984375,81.405546875,919.53125,703.125,522.4422
112,11.248073959938369,16.795069337442218,14.021571648690292,13.713405238828967,5.701078582434515,12.480739599383668,3.235747303543914,5.392912172573189,17.41140215716487,7.984375,91.400546875,1769.53125,5703.125,508.6068
113,21.47239263803681,2.658486707566462,25.15337423312884,11.656441717791411,1.0224948875255624,10.020449897750511,10.83844580777096,13.701431492842538,3.476482617586913,11.484375,96.398046875,2194.53125,8203.125,389.0072
114,6.020558002936857,11.30690161527166,8.663729809104257,17.76798825256975,10.13215859030837,16.59324522760646,17.180616740088105,0.4405286343612334,11.894273127753303,4.484375,86.403046875,1344.53125,3203.125,438.0872
115,12.925170068027212,6.575963718820862,17.006802721088437,2.0408163265306123,4.761904761904762,21.99546485260771,15.64625850340136,11.564625850340136,7.482993197278912,6.234375,88.901796875,1557.03125,4453.125,435.92019999999997
116,19.115323854660343,14.691943127962086,1.7377567140600316,11.532385466034755,13.428120063191152,5.213270142180095,0.7898894154818326,18.167456556082147,15.323854660347552,13.234375,98.896796875,2407.03125,9453.125,526.0172
117,18.81606765327696,12.896405919661737,9.090909090909092,8.668076109936575,24.735729386892174,13.742071881606766,7.822410147991544,4.016913319238901,0.2114164904862579,9.734375,93.899296875,1982.03125,6953.125,427.97
118,3.7593984962406015,18.79699248120301,16.090225563909776,15.789473684210527,7.969924812030076,0.150375939849624,15.18796992481203,12.481203007518795,9.774436090225564,2.734375,83.904296875,1132.03125,1953.125,387.6256000000001
119,4.81586402266289,1.41643059490085,14.44759206798867,18.41359773371105,12.747875354107649,2.54957507082153,26.34560906515581,7.64872521246459,11.61473087818697,1.859375,82.654921875,1025.78125,1328.125,435.314
120,12.035661218424965,10.25260029717682,17.087667161961367,0.1485884101040119,16.196136701337295,10.846953937592868,4.3090638930163445,13.521545319465082,15.601783060921248,8.859375,92.649921875,1875.78125,6328.125,542.49
121,19.584055459272097,6.412478336221837,14.38474870017331,16.81109185441941,13.344887348353552,7.105719237435008,10.571923743500866,10.22530329289428,1.559792027729636,12.359375,97.647421875,2300.78125,8828.125,428.35040000000004
122,7.644305772230889,15.756630265210608,2.9641185647425896,5.14820592823713,2.02808112324493,16.38065522620905,19.50078003120125,19.18876755070203,11.38845553822153,5.359375,87.652421875,1450.78125,3828.125,466.3972
123,4.78955007256894,7.6923076923076925,14.368650217706822,11.756168359941944,13.497822931785196,17.56168359941945,11.175616835994196,10.88534107402032,8.272859216255442,3.609375,85.153671875,1238.28125,2578.125,390.1104
124,19.517102615694167,23.54124748490946,7.042253521126761,3.420523138832998,5.8350100603621735,11.468812877263582,2.61569416498994,2.2132796780684107,24.34607645875252,10.609375,95.148671875,2088.28125,7578.125,561.67
125,12.28733459357278,3.9697542533081287,0.5671077504725898,21.361058601134214,11.531190926275992,16.8241965973535,8.506616257088847,20.22684310018904,4.725897920604915,7.109375,90.151171875,1663.28125,5078.125,455.7402
126,0.1686340640809443,14.33389544688027,11.298482293423271,8.263069139966273,21.079258010118043,4.2158516020236085,18.38111298482293,7.251264755480607,15.008431703204046,0.109375,80.156171875,813.28125,78.125,525.1804
127,0.2527379949452401,7.160909856781802,16.933445661331085,20.303285593934287,10.025273799494524,9.014321819713563,10.025273799494524,10.530749789385004,15.754001684919965,0.1640625,80.2342578125,819.921875,117.1875,485.487
128,8.338637810311903,13.558243157224696,4.646721833227243,7.192870782940801,15.722469764481222,14.958625079567154,15.722469764481222,16.104392106938256,3.755569700827498,7.1640625,90.2292578125,1669.921875,5117.1875,453.7734
129,17.36420302760463,1.8699910952804983,0.8014247551202137,15.761353517364205,16.295636687444347,3.8290293855743545,16.295636687444347,5.431878895814782,22.350845948352628,10.6640625,95.2267578125,2094.921875,7617.1875,740.1167999999999
130,6.733668341708543,14.9748743718593,13.768844221105528,4.92462311557789,5.527638190954774,17.185929648241206,5.527638190954774,18.994974874371863,12.361809045226131,3.6640625,85.2317578125,1244.921875,2617.1875,355.6604
131,8.1214109926169,4.347826086956522,8.613617719442166,17.145200984413453,12.387202625102544,11.40278917145201,7.136997538966367,18.12961443806399,12.715340442986054,5.4140625,87.7305078125,1457.421875,3867.1875,381.28
132,20.80659945004583,16.590284142988086,21.356553620531624,7.424381301558204,2.1081576535288726,1.008249312557287,19.70669110907425,8.524289642529789,2.474793767186068,12.4140625,97.7255078125,2307.421875,8867.1875,389.22720000000004
133,11.552090715804397,8.291991495393338,11.977321048901487,10.276399716513112,6.165839829907867,14.386959603118356,10.701630049610204,11.1268603827073,15.520907158043942,8.9140625,92.7280078125,1882.421875,6367.1875,533.5168
134,4.539559014267185,31.776913099870296,5.317769130998703,2.2049286640726327,27.88586251621271,9.727626459143968,2.9831387808041505,3.761348897535668,11.80285343709468,1.9140625,82.7330078125,1032.421875,1367.1875,411.11879999999996
135,5.209397344228805,0.5107252298263535,15.628192032686416,6.639427987742595,23.59550561797753,9.295199182839632,10.52093973442288,14.402451481103167,14.198161389172624,2.7890625,83.9823828125,1138.671875,1992.1875,376.2336
